Interaction Type	oln_id_a	oln_id_b
Protein-Protein Interaction	YMR216C	YFR024C-A
Protein-Protein Interaction	YMR216C	YJR066W
Protein-Protein Interaction	YMR218C	YDR407C
Protein-Protein Interaction	YMR218C	YEL048C
Protein-Protein Interaction	YMR218C	YGR166W
Protein-Protein Interaction	YMR218C	YKR068C
Protein-Protein Interaction	YMR219W	YDR227W
Protein-Protein Interaction	YMR219W	YDR510W
Protein-Protein Interaction	YMR221C	YFR024C-A
Protein-Protein Interaction	YMR202W	YML008C
Protein-Protein Interaction	YMR223W	YBR111W-A
Protein-Protein Interaction	YMR223W	YBR198C
Protein-Protein Interaction	YMR223W	YCL010C
Protein-Protein Interaction	YMR223W	YDL140C
Protein-Protein Interaction	YMR223W	YDR145W
Protein-Protein Interaction	YMR223W	YDR167W
Protein-Protein Interaction	YMR223W	YDR176W
Protein-Protein Interaction	YMR223W	YLR055C
Protein-Protein Interaction	YMR223W	YDR392W
Protein-Protein Interaction	YMR223W	YDR448W
Protein-Protein Interaction	YMR223W	YDR477W
Protein-Protein Interaction	YMR223W	YGL066W
Protein-Protein Interaction	YMR223W	YGL112C
Protein-Protein Interaction	YMR223W	YGR252W
Protein-Protein Interaction	YMR223W	YHR099W
Protein-Protein Interaction	YMR224C	YDR369C
Protein-Protein Interaction	YMR224C	YGL175C
Protein-Protein Interaction	YMR224C	YGR056W
Protein-Protein Interaction	YMR224C	YJL092W
Protein-Protein Interaction	YMR224C	YLR357W
Protein-Protein Interaction	YMR224C	YLR394W
Protein-Protein Interaction	YMR224C	YMR117C
Protein-Protein Interaction	YMR224C	YMR190C
Protein-Protein Interaction	YMR227C	YBR198C
Protein-Protein Interaction	YMR227C	YCR042C
Protein-Protein Interaction	YMR227C	YDR145W
Protein-Protein Interaction	YMR227C	YDR167W
Protein-Protein Interaction	YMR227C	YER148W
Protein-Protein Interaction	YMR227C	YGL112C
Protein-Protein Interaction	YMR229C	YGR159C
Protein-Protein Interaction	YMR227C	YLR399C
Protein-Protein Interaction	YMR227C	YML015C
Protein-Protein Interaction	YMR227C	YML098W
Protein-Protein Interaction	YMR227C	YML114C
Protein-Protein Interaction	YMR227C	YMR005W
Protein-Protein Interaction	YMR228W	YFL036W
Protein-Protein Interaction	YMR228W	YJR106W
Protein-Protein Interaction	YMR228W	YKR036C
Protein-Protein Interaction	YMR228W	YML008C
Protein-Protein Interaction	YMR229C	YBR142W
Protein-Protein Interaction	YMR229C	YCL059C
Protein-Protein Interaction	YMR229C	YDL014W
Protein-Protein Interaction	YMR229C	YDL208W
Protein-Protein Interaction	YMR229C	YDL213C
Protein-Protein Interaction	YMR229C	YDR060W
Protein-Protein Interaction	YMR236W	YDR448W
Protein-Protein Interaction	YMR229C	YDR087C
Protein-Protein Interaction	YMR229C	YGL120C
Protein-Protein Interaction	YMR229C	YGR092W
Protein-Protein Interaction	YMR229C	YGR103W
Protein-Protein Interaction	YMR229C	YHR052W
Protein-Protein Interaction	YMR229C	YHR066W
Protein-Protein Interaction	YMR229C	YHR089C
Protein-Protein Interaction	YMR229C	YJL010C
Protein-Protein Interaction	YMR229C	YJL109C
Protein-Protein Interaction	YMR229C	YJR002W
Protein-Protein Interaction	YMR229C	YKL172W
Protein-Protein Interaction	YMR229C	YKR081C
Protein-Protein Interaction	YMR229C	YLR175W
Protein-Protein Interaction	YMR229C	YLR276C
Protein-Protein Interaction	YMR229C	YMR049C
Protein-Protein Interaction	YMR231W	YAL002W
Protein-Protein Interaction	YMR231W	YBR082C
Protein-Protein Interaction	YMR231W	YDL077C
Protein-Protein Interaction	YMR231W	YDR080W
Protein-Protein Interaction	YMR231W	YDR323C
Protein-Protein Interaction	YMR231W	YDR495C
Protein-Protein Interaction	YMR231W	YGL212W
Protein-Protein Interaction	YMR231W	YLR148W
Protein-Protein Interaction	YMR231W	YML001W
Protein-Protein Interaction	YMR232W	YCR009C
Protein-Protein Interaction	YMR233W	YLL022C
Protein-Protein Interaction	YMR235C	YDR192C
Protein-Protein Interaction	YMR235C	YDR510W
Protein-Protein Interaction	YMR235C	YGR218W
Protein-Protein Interaction	YMR235C	YIL115C
Protein-Protein Interaction	YMR235C	YLR293C
Protein-Protein Interaction	YMR235C	YMR047C
Protein-Protein Interaction	YMR236W	YBR010W
Protein-Protein Interaction	YMR236W	YBR081C
Protein-Protein Interaction	YMR236W	YBR198C
Protein-Protein Interaction	YMR236W	YCR042C
Protein-Protein Interaction	YMR236W	YDR145W
Protein-Protein Interaction	YMR236W	YDR167W
Protein-Protein Interaction	YMR236W	YDR176W
Protein-Protein Interaction	YMR236W	YDR392W
Protein-Protein Interaction	YMR236W	YEL009C
Protein-Protein Interaction	YMR239C	YLR430W
Protein-Protein Interaction	YMR236W	YER148W
Protein-Protein Interaction	YMR236W	YGL066W
Protein-Protein Interaction	YMR236W	YGL112C
Protein-Protein Interaction	YMR236W	YGR274C
Protein-Protein Interaction	YMR236W	YLR055C
Protein-Protein Interaction	YMR236W	YML015C
Protein-Protein Interaction	YMR236W	YML098W
Protein-Protein Interaction	YMR236W	YML114C
Protein-Protein Interaction	YMR236W	YMR005W
Protein-Protein Interaction	YMR236W	YMR223W
Protein-Protein Interaction	YMR236W	YMR227C
Protein-Protein Interaction	YMR237W	YBR023C
Protein-Protein Interaction	YMR237W	YDL192W
Protein-Protein Interaction	YMR237W	YDR381W
Protein-Protein Interaction	YMR237W	YLR330W
Protein-Protein Interaction	YMR238W	YLR350W
Protein-Protein Interaction	YMR239C	snR47
Protein-Protein Interaction	YMR239C	YDL014W
Protein-Protein Interaction	YMR239C	YGR092W
Protein-Protein Interaction	YMR239C	YHR089C
Protein-Protein Interaction	YMR240C	YER172C
Protein-Protein Interaction	YMR240C	YIR005W
Protein-Protein Interaction	YMR240C	YKL074C
Protein-Protein Interaction	YMR240C	YLL036C
Protein-Protein Interaction	YMR240C	YLR117C
Protein-Protein Interaction	YMR240C	YML049C
Protein-Protein Interaction	YMR242C	YLR366W
Protein-Protein Interaction	YMR243C	YLR248W
Protein-Protein Interaction	YMR246W	YBR041W
Protein-Protein Interaction	YMR246W	YGL195W
Protein-Protein Interaction	YMR246W	YLR304C
Protein-Protein Interaction	YMR250W	YBR109C
Protein-Protein Interaction	YMR255W	YDR192C
Protein-Protein Interaction	YMR255W	YGL122C
Protein-Protein Interaction	YMR257C	YLR178C
Protein-Protein Interaction	YMR258C	YDR328C
Protein-Protein Interaction	YMR276W	YLL039C
Protein-Protein Interaction	YMR258C	YKR014C
Protein-Protein Interaction	YMR259C	YBR061C
Protein-Protein Interaction	YMR260C	YAL035W
Protein-Protein Interaction	YMR260C	YBR079C
Protein-Protein Interaction	YMR261C	YBR126C
Protein-Protein Interaction	YMR261C	YDR074W
Protein-Protein Interaction	YMR261C	YML100W
Protein-Protein Interaction	YMR263W	YAL013W
Protein-Protein Interaction	YMR263W	YBR095C
Protein-Protein Interaction	YMR263W	YIL084C
Protein-Protein Interaction	YMR264W	YHR039C-A
Protein-Protein Interaction	YMR264W	YIL030C
Protein-Protein Interaction	YMR264W	YMR022W
Protein-Protein Interaction	YMR268C	YBL026W
Protein-Protein Interaction	YMR268C	YDR378C
Protein-Protein Interaction	YMR268C	YER112W
Protein-Protein Interaction	YMR268C	YER146W
Protein-Protein Interaction	YMR268C	YJR022W
Protein-Protein Interaction	YMR268C	YLR438C-A
Protein-Protein Interaction	YMR269W	YJL148W
Protein-Protein Interaction	YMR270C	YBL025W
Protein-Protein Interaction	YMR270C	YER148W
Protein-Protein Interaction	YMR270C	YFR028C
Protein-Protein Interaction	YMR270C	YJL025W
Protein-Protein Interaction	YMR270C	YLR141W
Protein-Protein Interaction	YMR271C	YML106W
Protein-Protein Interaction	YMR272C	YHR007C
Protein-Protein Interaction	YMR273C	YAL016W
Protein-Protein Interaction	YMR273C	YDL134C
Protein-Protein Interaction	YMR273C	YDL188C
Protein-Protein Interaction	YMR273C	YEL024W
Protein-Protein Interaction	YMR273C	YGL190C
Protein-Protein Interaction	YMR275C	YER125W
Protein-Protein Interaction	YMR275C	YLL039C
Protein-Protein Interaction	YMR276W	YBL057C
Protein-Protein Interaction	YMR276W	YDL190C
Protein-Protein Interaction	YMR276W	YDR427W
Protein-Protein Interaction	YMR276W	YEL037C
Protein-Protein Interaction	YMR276W	YER012W
Protein-Protein Interaction	YMR276W	YFR004W
Protein-Protein Interaction	YMR276W	YHR027C
Protein-Protein Interaction	YMR276W	YHR200W
Protein-Protein Interaction	YMR276W	YKR094C
Protein-Protein Interaction	YMR276W	YLR167W
Protein-Protein Interaction	YMR277W	YDL140C
Protein-Protein Interaction	YMR277W	YGR186W
Protein-Protein Interaction	YMR277W	YLL039C
Protein-Protein Interaction	YMR280C	YGL105W
Protein-Protein Interaction	YMR280C	YJL089W
Protein-Protein Interaction	YMR280C	YMR109W
Protein-Protein Interaction	YMR284W	YDR227W
Protein-Protein Interaction	YMR284W	YDR510W
Protein-Protein Interaction	YMR284W	YLR265C
Protein-Protein Interaction	YMR284W	YMR106C
Protein-Protein Interaction	YMR287C	YDR388W
Protein-Protein Interaction	YMR288W	YAL032C
Protein-Protein Interaction	YMR288W	YER172C
Protein-Protein Interaction	YMR288W	YLL036C
Protein-Protein Interaction	YMR288W	YLR117C
Protein-Protein Interaction	YMR288W	YML049C
Protein-Protein Interaction	YMR288W	YMR213W
Protein-Protein Interaction	YMR288W	YMR240C
Protein-Protein Interaction	YMR289W	YLR057W
Protein-Protein Interaction	YMR290C	YBR142W
Protein-Protein Interaction	YMR290C	YCR057C
Protein-Protein Interaction	YMR290C	YER006W
Protein-Protein Interaction	YMR290C	YGR103W
Protein-Protein Interaction	YNL030W	YJL081C
Protein-Protein Interaction	YMR290C	YHR052W
Protein-Protein Interaction	YMR290C	YHR066W
Protein-Protein Interaction	YMR290C	YHR197W
Protein-Protein Interaction	YMR290C	YKL009W
Protein-Protein Interaction	YMR290C	YKL117W
Protein-Protein Interaction	YMR290C	YKR081C
Protein-Protein Interaction	YMR290C	YMR229C
Protein-Protein Interaction	YMR291W	YDR263C
Protein-Protein Interaction	YMR291W	YGL210W
Protein-Protein Interaction	YMR291W	YMR139W
Protein-Protein Interaction	YMR293C	YBL080C
Protein-Protein Interaction	YMR294W	YDR106W
Protein-Protein Interaction	YMR294W	YGR229C
Protein-Protein Interaction	YMR294W	YLL049W
Protein-Protein Interaction	YMR296C	YBR058C-A
Protein-Protein Interaction	YMR296C	YDR062W
Protein-Protein Interaction	YMR296C	YGR038W
Protein-Protein Interaction	YMR296C	YKL212W
Protein-Protein Interaction	YMR296C	YLR350W
Protein-Protein Interaction	YMR297W	YBR201W
Protein-Protein Interaction	YMR297W	YDR057W
Protein-Protein Interaction	YMR297W	YHR079C
Protein-Protein Interaction	YMR297W	YLL039C
Protein-Protein Interaction	YMR297W	YLR178C
Protein-Protein Interaction	YMR297W	YLR207W
Protein-Protein Interaction	YMR298W	YHL003C
Protein-Protein Interaction	YMR298W	YKL008C
Protein-Protein Interaction	YMR314W	YGR253C
Protein-Protein Interaction	YMR298W	YKR039W
Protein-Protein Interaction	YMR299C	YKR054C
Protein-Protein Interaction	YMR299C	YLR204W
Protein-Protein Interaction	YMR303C	YER125W
Protein-Protein Interaction	YMR304W	YBL048W
Protein-Protein Interaction	YMR304W	YDR538W
Protein-Protein Interaction	YMR304W	YGL003C
Protein-Protein Interaction	YMR304W	YIL030C
Protein-Protein Interaction	YMR304W	YKL012W
Protein-Protein Interaction	YMR304W	YLL039C
Protein-Protein Interaction	YMR304W	YLR436C
Protein-Protein Interaction	YMR307W	YDL042C
Protein-Protein Interaction	YMR307W	YKL190W
Protein-Protein Interaction	YMR308C	YAL059W
Protein-Protein Interaction	YMR308C	YBR009C
Protein-Protein Interaction	YMR308C	YBR010W
Protein-Protein Interaction	YMR308C	YDL014W
Protein-Protein Interaction	YMR308C	YDL227C
Protein-Protein Interaction	YMR308C	YDR101C
Protein-Protein Interaction	YMR308C	YDR224C
Protein-Protein Interaction	YMR308C	YDR225W
Protein-Protein Interaction	YMR308C	YDR381W
Protein-Protein Interaction	YMR308C	YER063W
Protein-Protein Interaction	YMR308C	YER148W
Protein-Protein Interaction	YMR308C	YFR034C
Protein-Protein Interaction	YMR308C	YGL013C
Protein-Protein Interaction	YMR308C	YGL092W
Protein-Protein Interaction	YMR308C	YGL172W
Protein-Protein Interaction	YMR308C	YGR119C
Protein-Protein Interaction	YMR308C	YHR084W
Protein-Protein Interaction	YMR308C	YHR152W
Protein-Protein Interaction	YMR308C	YJL041W
Protein-Protein Interaction	YMR308C	YJL122W
Protein-Protein Interaction	YMR308C	YKL068W
Protein-Protein Interaction	YMR308C	YLL011W
Protein-Protein Interaction	YMR308C	YLL024C
Protein-Protein Interaction	YMR308C	YLR293C
Protein-Protein Interaction	YMR308C	YLR335W
Protein-Protein Interaction	YMR308C	YLR347C
Protein-Protein Interaction	YMR308C	YML007W
Protein-Protein Interaction	YMR308C	YMR047C
Protein-Protein Interaction	YMR308C	YMR153W
Protein-Protein Interaction	YMR309C	YAL035W
Protein-Protein Interaction	YMR309C	YDR404C
Protein-Protein Interaction	YMR309C	YDR429C
Protein-Protein Interaction	YMR309C	YJL140W
Protein-Protein Interaction	YMR309C	YLR192C
Protein-Protein Interaction	YMR309C	YMR116C
Protein-Protein Interaction	YMR310C	YDR143C
Protein-Protein Interaction	YMR310C	YGR283C
Protein-Protein Interaction	YMR312W	YGL237C
Protein-Protein Interaction	YMR312W	YGR200C
Protein-Protein Interaction	YMR312W	YHR187W
Protein-Protein Interaction	YMR312W	YLR327C
Protein-Protein Interaction	YMR313C	YKL012W
Protein-Protein Interaction	YMR314W	YBL041W
Protein-Protein Interaction	YMR314W	YBR173C
Protein-Protein Interaction	YMR314W	YDL147W
Protein-Protein Interaction	YMR314W	YFR004W
Protein-Protein Interaction	YMR314W	YFR050C
Protein-Protein Interaction	YMR314W	YGR135W
Protein-Protein Interaction	YMR314W	YHL030W
Protein-Protein Interaction	YMR314W	YHR200W
Protein-Protein Interaction	YMR314W	YJL001W
Protein-Protein Interaction	YMR315W	YER125W
Protein-Protein Interaction	YMR316W	YER125W
Protein-Protein Interaction	YMR322C	YDR533C
Protein-Protein Interaction	YNL001W	YKR084C
Protein-Protein Interaction	YNL002C	YDL031W
Protein-Protein Interaction	YNL002C	YDR060W
Protein-Protein Interaction	YNL002C	YDR087C
Protein-Protein Interaction	YNL002C	YER006W
Protein-Protein Interaction	YNL002C	YGL111W
Protein-Protein Interaction	YNL002C	YGR103W
Protein-Protein Interaction	YNL002C	YGR245C
Protein-Protein Interaction	YNL002C	YHR066W
Protein-Protein Interaction	YNL002C	YHR197W
Protein-Protein Interaction	YNL002C	YJL122W
Protein-Protein Interaction	YNL002C	YKL009W
Protein-Protein Interaction	YNL002C	YKL172W
Protein-Protein Interaction	YNL002C	YKR081C
Protein-Protein Interaction	YNL002C	YLR276C
Protein-Protein Interaction	YNL002C	YMR229C
Protein-Protein Interaction	YNL002C	YMR290C
Protein-Protein Interaction	YNL004W	YCL011C
Protein-Protein Interaction	YNL004W	YDL084W
Protein-Protein Interaction	YNL004W	YDR138W
Protein-Protein Interaction	YNL004W	YDR381W
Protein-Protein Interaction	YNL004W	YHR167W
Protein-Protein Interaction	YNL004W	YKL139W
Protein-Protein Interaction	YNL004W	YML062C
Protein-Protein Interaction	YNL004W	YMR216C
Protein-Protein Interaction	YNL005C	YDR462W
Protein-Protein Interaction	YNL006W	YER093C
Protein-Protein Interaction	YNL006W	YHR186C
Protein-Protein Interaction	YNL006W	YJR066W
Protein-Protein Interaction	YNL006W	YKL203C
Protein-Protein Interaction	YNL006W	YLR377C
Protein-Protein Interaction	YNL006W	YLR403W
Protein-Protein Interaction	YNL006W	YMR068W
Protein-Protein Interaction	YNL007C	YAL005C
Protein-Protein Interaction	YNL030W	YBR010W
Protein-Protein Interaction	YNL007C	YCL028W
Protein-Protein Interaction	YNL007C	YDR477W
Protein-Protein Interaction	YNL007C	YGR142W
Protein-Protein Interaction	YNL007C	YGR184C
Protein-Protein Interaction	YNL009W	YER125W
Protein-Protein Interaction	YNL009W	YKL117W
Protein-Protein Interaction	YNL016W	YGL049C
Protein-Protein Interaction	YNL016W	YGL122C
Protein-Protein Interaction	YNL016W	YGR162W
Protein-Protein Interaction	YNL016W	YIR001C
Protein-Protein Interaction	YNL020C	YBL007C
Protein-Protein Interaction	YNL020C	YCR088W
Protein-Protein Interaction	YNL020C	YGR241C
Protein-Protein Interaction	YNL020C	YIR006C
Protein-Protein Interaction	YNL021W	YCR084C
Protein-Protein Interaction	YNL021W	YDR295C
Protein-Protein Interaction	YNL021W	YDR510W
Protein-Protein Interaction	YNL021W	YKL134C
Protein-Protein Interaction	YNL023C	YIL161W
Protein-Protein Interaction	YNL024C	YKR039W
Protein-Protein Interaction	YNL025C	YAL021C
Protein-Protein Interaction	YNL025C	YCR081W
Protein-Protein Interaction	YNL025C	YCR093W
Protein-Protein Interaction	YNL025C	YDL165W
Protein-Protein Interaction	YNL025C	YDR477W
Protein-Protein Interaction	YNL025C	YER068W
Protein-Protein Interaction	YNL025C	YGR097W
Protein-Protein Interaction	YNL025C	YGR104C
Protein-Protein Interaction	YNL025C	YLR261C
Protein-Protein Interaction	YNL025C	YLR322W
Protein-Protein Interaction	YNL025C	YLR358C
Protein-Protein Interaction	YNL026W	YAL010C
Protein-Protein Interaction	YNL026W	YKR016W
Protein-Protein Interaction	YNL026W	YMR203W
Protein-Protein Interaction	YNL027W	YJL164C
Protein-Protein Interaction	YNL027W	YJR132W
Protein-Protein Interaction	YNL030W	YBL003C
Protein-Protein Interaction	YNL030W	YBR009C
Protein-Protein Interaction	YNL030W	YBR034C
Protein-Protein Interaction	YNL030W	YBR089C-A
Protein-Protein Interaction	YNL030W	YBR245C
Protein-Protein Interaction	YNL030W	YCR052W
Protein-Protein Interaction	YNL030W	YDL042C
Protein-Protein Interaction	YNL030W	YDL139C
Protein-Protein Interaction	YNL030W	YDL156W
Protein-Protein Interaction	YNL030W	YDR225W
Protein-Protein Interaction	YNL030W	YDR227W
Protein-Protein Interaction	YNL030W	YDR266C
Protein-Protein Interaction	YNL030W	YDR510W
Protein-Protein Interaction	YNL030W	YEL056W
Protein-Protein Interaction	YNL030W	YER110C
Protein-Protein Interaction	YNL030W	YFL024C
Protein-Protein Interaction	YNL030W	YFL049W
Protein-Protein Interaction	YNL030W	YFR037C
Protein-Protein Interaction	YNL030W	YGL097W
Protein-Protein Interaction	YNL030W	YGL131C
Protein-Protein Interaction	YNL030W	YGL133W
Protein-Protein Interaction	YNL030W	YGL150C
Protein-Protein Interaction	YNL030W	YGR056W
Protein-Protein Interaction	YNL030W	YGR104C
Protein-Protein Interaction	YNL030W	YGR252W
Protein-Protein Interaction	YNL030W	YGR275W
Protein-Protein Interaction	YNL030W	YHR056C
Protein-Protein Interaction	YNL030W	YJL115W
Protein-Protein Interaction	YNL030W	YJL168C
Protein-Protein Interaction	YNL030W	YJL176C
Protein-Protein Interaction	YNL030W	YKL049C
Protein-Protein Interaction	YNL030W	YKR008W
Protein-Protein Interaction	YNL030W	YKR017C
Protein-Protein Interaction	YNL030W	YLL022C
Protein-Protein Interaction	YNL030W	YLL039C
Protein-Protein Interaction	YNL030W	YLR033W
Protein-Protein Interaction	YNL030W	YLR071C
Protein-Protein Interaction	YNL030W	YLR141W
Protein-Protein Interaction	YNL030W	YLR321C
Protein-Protein Interaction	YNL030W	YLR357W
Protein-Protein Interaction	YNL030W	YLR399C
Protein-Protein Interaction	YNL030W	YLR442C
Protein-Protein Interaction	YNL056W	YNL032W
Protein-Protein Interaction	YNL030W	YLR449W
Protein-Protein Interaction	YNL030W	YML065W
Protein-Protein Interaction	YNL030W	YML069W
Protein-Protein Interaction	YNL030W	YML102W
Protein-Protein Interaction	YNL031C	YDR224C
Protein-Protein Interaction	YNL030W	YML127W
Protein-Protein Interaction	YNL030W	YMR033W
Protein-Protein Interaction	YNL030W	YMR091C
Protein-Protein Interaction	YNL030W	YMR127C
Protein-Protein Interaction	YNL030W	YMR231W
Protein-Protein Interaction	YNL030W	YMR308C
Protein-Protein Interaction	YNL031C	YAR002W
Protein-Protein Interaction	YNL031C	YAR003W
Protein-Protein Interaction	YNL031C	YAR007C
Protein-Protein Interaction	YNL031C	YBL003C
Protein-Protein Interaction	YNL031C	YBR010W
Protein-Protein Interaction	YNL031C	YBR081C
Protein-Protein Interaction	YNL031C	YBR089C-A
Protein-Protein Interaction	YNL031C	YBR175W
Protein-Protein Interaction	YNL031C	YBR195C
Protein-Protein Interaction	YNL031C	YBR198C
Protein-Protein Interaction	YNL031C	YBR289W
Protein-Protein Interaction	YNL031C	YCL010C
Protein-Protein Interaction	YNL031C	YDL042C
Protein-Protein Interaction	YNL031C	YDL156W
Protein-Protein Interaction	YNL031C	YDR099W
